Player ID,First Name,Last Name,Team Abbreviation,Sweater Number,Position,Goals,Assists,Points,Games Played,Plus/Minus
8482146,Luke,Evangelista,NSH,77,R,25,37,62,125,8
8476887,Filip,Forsberg,NSH,9,L,296,326,622,721,37
8476873,Mark,Jankowski,NSH,17,C,56,53,109,369,1
8482742,Zachary,L'Heureux,NSH,68,L,2,3,5,18,-4
8476539,Jonathan,Marchessault,NSH,81,C,234,265,499,661,24
8477446,Michael,McCarron,NSH,47,R,25,27,52,246,-14
8478438,Tommy,Novak,NSH,82,C,39,60,99,166,-3
8474679,Gustav,Nyquist,NSH,14,C,204,309,513,807,-17
8475158,Ryan,O'Reilly,NSH,90,C,286,498,784,1096,-8
8481704,Juuso,Parssinen,NSH,13,C,16,26,42,102,-12
8476925,Colton,Sissons,NSH,10,C,90,112,202,640,16
8482062,Cole,Smith,NSH,36,L,15,29,44,181,-9
8474564,Steven,Stamkos,NSH,91,C,562,586,1148,1105,32
8482768,Fedor,Svechkov,NSH,40,C,0,0,0,3,0
8483565,Nick,Blankenburg,NSH,37,D,6,12,18,56,-17
8478851,Alexandre,Carrier,NSH,45,D,11,57,68,240,28
8481743,Marc,Del Gaizo,NSH,7,D,0,6,6,25,1
8474600,Roman,Josi,NSH,59,D,186,518,704,932,72
8478468,Jeremy,Lauzon,NSH,3,D,14,31,45,310,-12
8474568,Luke,Schenn,NSH,2,D,44,155,199,1019,-45
8476869,Brady,Skjei,NSH,76,D,70,186,256,632,16
8482482,Adam,Wilsby,NSH,83,D,0,0,0,1,0
8477424,Juuse,Saros,NSH,74,G,0,8,0,369,0
8475809,Scott,Wedgewood,NSH,41,G,0,0,0,135,0
8482737,Zack,Bolduc,STL,76,C,7,9,16,43,5
8477402,Pavel,Buchnevich,STL,89,L,168,248,416,541,49
8476889,Radek,Faksa,STL,12,C,91,115,206,662,-17
8482077,Dylan,Holloway,STL,81,C,15,15,30,113,5
8478472,Mathieu,Joseph,STL,71,R,57,82,139,375,15
8479385,Jordan,Kyrou,STL,25,C,121,160,281,358,-37
8482089,Jake,Neighbours,STL,63,L,41,20,61,153,-47
8476438,Brandon,Saad,STL,20,L,257,251,508,884,50
8475170,Brayden,Schenn,STL,10,C,264,382,646,964,-53
8476897,Oskar,Sundqvist,STL,70,C,58,89,147,441,-19
8480074,Alexandre,Texier,STL,9,C,35,47,82,213,-18
8480023,Robert,Thomas,STL,18,C,88,237,325,408,24
8480281,Alexey,Toropchenko,STL,13,R,27,19,46,201,-8
8477573,Nathan,Walker,STL,26,L,23,22,45,175,4
8481598,Philip,Broberg,STL,6,D,4,18,22,93,1
8475753,Justin,Faulk,STL,72,D,127,305,432,926,-63
8480058,Pierre-Olivier,Joseph,STL,77,D,8,31,39,164,-4
8482516,Matthew,Kessel,STL,51,D,1,8,9,61,-5
8475181,Nick,Leddy,STL,4,D,73,338,411,1015,-45
8476892,Colton,Parayko,STL,55,D,65,206,271,683,50
8481059,Scott,Perunovich,STL,48,D,2,25,27,88,4
8481461,Corey,Schueneman,STL,64,D,2,5,7,35,-4
8470600,Ryan,Suter,STL,22,D,106,580,686,1468,118
8476412,Jordan,Binnington,STL,50,G,0,7,0,298,0
8480981,Joel,Hofer,STL,30,G,0,3,0,45,0
8474150,Mikael,Backlund,CGY,11,C,204,337,541,1013,68
8476399,Blake,Coleman,CGY,20,C,139,121,260,565,40
8482679,Matt,Coronato,CGY,27,R,9,10,19,53,-5
8476456,Jonathan,Huberdeau,CGY,10,C,232,500,732,854,8
8475172,Nazem,Kadri,CGY,91,C,278,377,655,926,-44
8477993,Justin,Kirkland,CGY,58,C,2,6,8,29,3
8483609,Adam,Klapka,CGY,43,R,1,0,1,11,0
8483808,Andrei,Kuzmenko,CGY,96,L,62,67,129,176,-1
8479066,Ryan,Lomberg,CGY,70,L,28,24,52,280,3
8477511,Anthony,Mantha,CGY,39,R,146,157,303,507,-13
8481028,Martin,Pospisil,CGY,76,C,10,22,32,86,15
8479291,Kevin,Rooney,CGY,21,C,29,23,52,275,-4
8481068,Yegor,Sharangovich,CGY,17,C,89,83,172,303,-55
8482074,Connor,Zary,CGY,47,C,19,27,46,86,8
8478397,Rasmus,Andersson,CGY,4,D,41,172,213,478,25
8480860,Kevin,Bahl,CGY,7,D,4,27,31,171,4
8475197,Tyson,Barrie,CGY,8,D,110,397,507,818,-78
8479402,Jake,Bean,CGY,24,D,14,45,59,208,-19
8477810,Joel,Hanley,CGY,44,D,3,26,29,198,-4
8482624,Daniil,Miromanov,CGY,62,D,6,12,18,70,-4
8481167,Brayden,Pachal,CGY,94,D,2,8,10,85,-5
8477346,MacKenzie,Weegar,CGY,52,D,54,163,217,492,97
8478435,Dan,Vladar,CGY,80,G,0,2,0,86,0
8481692,Dustin,Wolf,CGY,32,G,0,1,0,30,0
8482507,Chase,Bradley,COL,38,L,0,0,0,1,0
8479525,Ross,Colton,COL,20,C,72,60,132,280,-11
8477494,Jonathan,Drouin,COL,27,L,98,243,341,569,-76
8483930,Ivan,Ivan,COL,82,C,5,3,8,23,-5
8480448,Parker,Kelly,COL,17,C,18,21,39,200,-29
8481641,Joel,Kiviranta,COL,94,L,23,19,42,242,-13
8481042,Nikolai,Kovalenko,COL,51,R,3,4,7,23,-5
8477476,Artturi,Lehkonen,COL,62,L,120,130,250,532,18
8477492,Nathan,MacKinnon,COL,29,C,342,592,934,814,150
8479999,Casey,Mittelstadt,COL,37,C,73,141,214,380,-57
8477501,Valeri,Nichushkin,COL,13,R,118,161,279,518,90
8481186,Logan,O'Connor,COL,25,R,37,49,86,286,33
8478420,Mikko,Rantanen,COL,96,R,276,373,649,593,79
8475780,Chris,Wagner,COL,14,R,39,27,66,385,-29
8477425,Miles,Wood,COL,28,L,89,88,177,492,-69
8475177,Calvin,de Haan,COL,44,D,24,118,142,648,-8
8479398,Samuel,Girard,COL,49,D,33,178,211,498,-1
8478430,Oliver,Kylington,COL,58,D,18,39,57,209,22
8481206,John,Ludvig,COL,3,D,3,4,7,38,-12
8480069,Cale,Makar,COL,8,D,94,272,366,338,107
8484258,Sam,Malinski,COL,70,D,4,10,14,46,-1
8476312,Josh,Manson,COL,42,D,39,122,161,601,43
8478038,Devon,Toews,COL,7,D,53,188,241,416,154
8481020,Justus,Annunen,COL,60,G,0,1,0,29,0
8480382,Alexandar,Georgiev,COL,40,G,0,8,0,268,0
8478042,Viktor,Arvidsson,EDM,33,L,181,186,367,562,48
8477015,Connor,Brown,EDM,28,R,97,138,235,541,-20
8477934,Leon,Draisaitl,EDM,29,C,363,517,880,741,65
8474641,Adam,Henrique,EDM,19,C,265,271,536,934,-11
8475786,Zach,Hyman,EDM,18,L,206,201,407,600,112
8477406,Mattias,Janmark,EDM,13,C,81,124,205,579,-9
8477953,Kasperi,Kapanen,EDM,42,R,85,125,210,472,4
8478402,Connor,McDavid,EDM,97,C,346,664,1010,664,156
8476454,Ryan,Nugent-Hopkins,EDM,93,C,253,455,708,903,-24
8470621,Corey,Perry,EDM,90,R,433,478,911,1333,43
8481617,Vasily,Podkolzin,EDM,92,R,19,22,41,159,-3
8478585,Derek,Ryan,EDM,10,C,81,124,205,590,14
8475784,Jeff,Skinner,EDM,53,C,361,316,677,1028,-139
8480803,Evan,Bouchard,EDM,2,D,47,139,186,287,48
8478408,Travis,Dermott,EDM,24,D,16,46,62,339,12
8475218,Mattias,Ekholm,EDM,14,D,79,258,337,841,180
8480834,Ty,Emberson,EDM,49,D,1,10,11,50,-9
8476967,Brett,Kulak,EDM,27,D,25,83,108,520,15
8477498,Darnell,Nurse,EDM,25,D,79,198,277,659,69
8479442,Troy,Stecher,EDM,51,D,19,92,111,512,-26
8475717,Calvin,Pickard,EDM,30,G,0,3,0,147,0
8479973,Stuart,Skinner,EDM,74,G,0,2,0,138,0
8476927,Teddy,Blueger,VAN,53,C,45,91,136,357,26
8478444,Brock,Boeser,VAN,6,R,185,210,395,493,-9
8478498,Jake,DeBrusk,VAN,74,L,144,136,280,486,56
8478856,Conor,Garland,VAN,8,R,109,150,259,425,35
8478046,Danton,Heinen,VAN,20,L,90,132,222,508,29
8481535,Nils,Hoglander,VAN,21,L,52,43,95,242,6
8478057,Dakota,Joshua,VAN,81,C,33,32,65,191,3
8480012,Elias,Pettersson,VAN,40,C,177,252,429,428,59
8482691,Aatu,Raty,VAN,54,C,4,2,6,29,-2
8484136,Max,Sasson,VAN,63,C,0,2,2,2,2
8480748,Kiefer,Sherwood,VAN,44,L,30,40,70,208,32
8480459,Pius,Suter,VAN,24,C,64,63,127,303,-1
8480073,Erik,Brannstrom,VAN,26,D,9,66,75,284,-11
8479576,Vincent,Desharnais,VAN,73,D,1,16,17,125,18
8475762,Derek,Forbort,VAN,27,D,17,79,96,500,28
8478017,Mark,Friedman,VAN,51,D,4,9,13,88,7
8479425,Filip,Hronek,VAN,17,D,36,178,214,411,-41
8480800,Quinn,Hughes,VAN,43,D,48,308,356,386,35
8478454,Noah,Juulsen,VAN,47,D,3,14,17,132,-7
8474574,Tyler,Myers,VAN,57,D,94,282,376,1016,3
8477369,Carson,Soucy,VAN,7,D,23,53,76,311,66
8480947,Kevin,Lankinen,VAN,32,G,0,4,0,127,0
8481668,Arturs,Silovs,VAN,31,G,0,0,0,16,0
8484153,Leo,Carlsson,ANA,91,C,18,22,40,75,-11
8482118,Sam,Colangelo,ANA,64,R,1,0,1,6,-2
8477952,Robby,Fabbri,ANA,13,C,100,102,202,412,-95
8483445,Cutter,Gauthier,ANA,61,L,3,8,11,22,-1
8478424,Jansen,Harkins,ANA,38,C,13,19,32,207,-14
8477527,Ross,Johnston,ANA,44,L,11,21,32,217,-14
8473986,Alex,Killorn,ANA,17,L,220,292,512,889,88
8481517,Brett,Leason,ANA,20,R,23,23,46,174,-23
8480806,Isac,Lundestrom,ANA,21,C,34,40,74,277,-26
8476934,Brock,McGinn,ANA,26,L,79,77,156,525,-42
8482745,Mason,McTavish,ANA,23,C,40,57,97,168,-43
8476458,Ryan,Strome,ANA,16,C,160,288,448,803,-9
8478873,Troy,Terry,ANA,19,R,101,144,245,371,-28
8478366,Frank,Vatrano,ANA,77,R,164,116,280,584,-58
8481533,Trevor,Zegras,ANA,11,C,59,105,164,232,-43
8475208,Brian,Dumoulin,ANA,6,D,25,136,161,647,101
8475764,Cam,Fowler,ANA,4,D,96,359,455,986,-121
8475462,Radko,Gudas,ANA,7,D,39,146,185,769,86
8481563,Drew,Helleson,ANA,43,D,2,2,4,9,3
8481605,Jackson,LaCombe,ANA,2,D,4,17,21,88,-27
8483490,Pavel,Mintyukov,ANA,34,D,7,27,34,83,-24
8480001,Urho,Vaakanainen,ANA,5,D,1,24,25,141,-23
8482803,Olen,Zellweger,ANA,51,D,6,13,19,46,-5
8480843,Lukas,Dostal,ANA,1,G,0,0,0,81,0
8476434,John,Gibson,ANA,36,G,0,6,0,482,0
8473994,Jamie,Benn,DAL,14,L,387,531,918,1133,75
8476278,Colin,Blackwell,DAL,15,C,37,42,79,251,-11
8482145,Mavrik,Bourque,DAL,22,C,1,3,4,17,1
8480840,Oskar,Bäck,DAL,10,C,1,3,4,16,2
8474149,Evgenii,Dadonov,DAL,63,R,149,181,330,558,-20
8475168,Matt,Duchene,DAL,95,C,353,482,835,1077,-68
8478449,Roope,Hintz,DAL,24,C,155,168,323,412,77
8482740,Wyatt,Johnston,DAL,53,C,59,59,118,185,20
8478975,Mason,Marchment,DAL,27,L,61,101,162,260,60
8480027,Jason,Robertson,DAL,21,L,138,189,327,313,88
8475794,Tyler,Seguin,DAL,91,C,359,447,806,986,84
8482702,Logan,Stankoven,DAL,11,C,10,19,29,45,14
8479351,Sam,Steel,DAL,18,C,45,80,125,359,-26
8476856,Mathew,Dumba,DAL,3,D,83,166,249,689,8
8481581,Thomas,Harley,DAL,55,D,18,45,63,140,42
8480036,Miro,Heiskanen,DAL,4,D,57,211,268,446,22
8476902,Esa,Lindell,DAL,23,D,51,148,199,625,107
8480878,Nils,Lundkvist,DAL,5,D,9,31,40,159,16
8480950,Ilya,Lyubushkin,DAL,46,D,5,48,53,374,-27
8474090,Brendan,Smith,DAL,2,D,38,103,141,706,-8
8479193,Casey,DeSmith,DAL,1,G,0,2,0,170,0
8479979,Jake,Oettinger,DAL,29,G,0,4,0,208,0
8482124,Quinton,Byfield,LAK,55,R,31,67,98,202,23
8476479,Phillip,Danault,LAK,24,C,119,243,362,654,63
8477942,Kevin,Fiala,LAK,22,L,184,258,442,592,12
8477998,Warren,Foegele,LAK,37,L,86,88,174,454,7
8479661,Tanner,Jeannot,LAK,10,L,44,39,83,247,-10
8481560,Arthur,Kaliyev,LAK,34,R,35,36,71,188,-12
8477960,Adrian,Kempe,LAK,9,R,170,181,351,572,13
8471685,Anze,Kopitar,LAK,11,C,426,812,1238,1396,103
8482155,Alex,Laferriere,LAK,14,R,21,19,40,104,-7
8481732,Andre,Lee,LAK,47,L,0,2,2,15,-5
8473453,Trevor,Lewis,LAK,61,C,101,131,232,997,-34
8479675,Trevor,Moore,LAK,12,L,79,109,188,368,19
8480851,Akil,Thomas,LAK,26,C,4,2,6,17,0
8481532,Alex,Turcotte,LAK,15,C,2,9,11,50,13
8479998,Mikey,Anderson,LAK,44,D,14,51,65,291,61
8477335,Kyle,Burroughs,LAK,7,D,5,15,20,176,-46
8482730,Brandt,Clarke,LAK,92,D,5,18,23,48,-3
8474563,Drew,Doughty,LAK,8,D,156,513,669,1177,60
8476441,Joel,Edmundson,LAK,6,D,32,85,117,551,25
8477971,Andreas,Englund,LAK,5,D,2,16,18,170,-17
8478882,Vladislav,Gavrikov,LAK,84,D,26,88,114,376,9
8478452,Caleb,Jones,LAK,82,D,14,41,55,247,-37
8481606,Jordan,Spence,LAK,21,D,5,32,37,123,6
8475311,Darcy,Kuemper,LAK,35,G,0,5,0,399,0
8479496,David,Rittich,LAK,31,G,0,1,0,210,0
8482206,Ethan,Cardwell,SJS,56,R,0,0,0,3,-2
8484801,Macklin,Celebrini,SJS,71,C,7,4,11,13,-5
8474053,Logan,Couture,SJS,39,C,323,378,701,933,-1
8480848,Ty,Dellandrea,SJS,53,C,15,30,45,172,-9
8482667,William,Eklund,SJS,72,L,22,50,72,121,-54
8476624,Barclay,Goodrow,SJS,23,R,62,109,171,597,6
8475798,Mikael,Granlund,SJS,64,C,166,402,568,842,-30
8479336,Carl,Grundstrom,SJS,91,R,40,31,71,258,-17
8480011,Klim,Kostin,SJS,10,C,24,23,47,168,-9
8479316,Luke,Kunin,SJS,11,C,67,66,133,384,-73
8479379,Givani,Smith,SJS,54,R,9,13,22,161,-29
8484227,Will,Smith,SJS,2,C,3,5,8,20,-11
8481477,Nico,Sturm,SJS,7,C,43,42,85,289,-34
8475726,Tyler,Toffoli,SJS,73,C,269,268,537,837,79
8477505,Alexander,Wennberg,SJS,21,C,97,251,348,737,-27
8480188,Fabian,Zetterlund,SJS,20,L,42,50,92,188,-29
8476879,Cody,Ceci,SJS,4,D,48,168,216,811,-11
8479983,Mario,Ferraro,SJS,38,D,13,66,79,355,-105
8480043,Timothy,Liljegren,SJS,37,D,16,52,68,210,36
8480172,Jan,Rutta,SJS,84,D,20,71,91,388,23
8482144,Jack,Thompson,SJS,26,D,2,3,5,16,-8
8481567,Henry,Thrun,SJS,3,D,3,17,20,81,-30
8478013,Jake,Walman,SJS,96,D,27,39,66,222,4
8478406,Mackenzie,Blackwood,SJS,29,G,0,1,0,211,0
8477970,Vitek,Vanecek,SJS,41,G,0,5,0,173,0
8479944,Zachary,Aston-Reese,CBJ,27,C,46,42,88,330,35
8484149,Gavin,Brindley,CBJ,45,C,0,0,0,1,0
8482475,Yegor,Chinakhov,CBJ,59,R,34,36,70,166,-34
8479941,Justin,Danforth,CBJ,17,R,25,26,51,140,-24
8484166,Adam,Fantilli,CBJ,19,C,15,22,37,70,-25
8476432,Boone,Jenner,CBJ,38,C,192,172,364,715,-67
8482660,Kent,Johnson,CBJ,91,C,26,43,69,137,-20
8476374,Sean,Kuraly,CBJ,7,C,60,81,141,501,-40
8478099,Kevin,Labanc,CBJ,62,R,83,152,235,494,-82
8480893,Kirill,Marchenko,CBJ,86,R,52,35,87,158,-19
8477497,Sean,Monahan,CBJ,23,C,251,307,558,785,-45
8479671,Mathieu,Olivier,CBJ,24,R,20,24,44,189,-30
8482705,Cole,Sillinger,CBJ,4,C,35,51,86,240,-55
8474037,James,van Riemsdyk,CBJ,21,L,314,320,634,1026,-68
8481716,Dmitri,Voronkov,CBJ,10,L,23,19,42,87,-6
8481161,Jake,Christiansen,CBJ,2,D,1,11,12,65,-13
8479371,Dante,Fabbro,CBJ,15,D,18,58,76,322,13
8475790,Erik,Gudbranson,CBJ,44,D,34,99,133,792,-125
8480887,Jordan,Harris,CBJ,22,D,8,24,32,143,-9
8471677,Jack,Johnson,CBJ,3,D,77,260,337,1202,-118
8478500,Ivan,Provorov,CBJ,9,D,71,184,255,635,-38
8476923,Damon,Severson,CBJ,78,D,71,230,301,735,-126
8478460,Zach,Werenski,CBJ,8,D,97,227,324,507,-2
8478007,Elvis,Merzlikins,CBJ,90,G,0,4,0,204,0
8480193,Daniil,Tarasov,CBJ,40,G,0,2,0,53,0
8481557,Matt,Boldy,MIN,12,L,86,108,194,225,31
8476329,Travis,Boyd,MIN,72,C,47,71,118,298,-27
8478493,Joel,Eriksson Ek,MIN,14,C,127,153,280,517,63
8475220,Marcus,Foligno,MIN,17,L,130,171,301,820,46
8477919,Frederick,Gaudreau,MIN,89,C,47,80,127,350,20
8477451,Ryan,Hartman,MIN,38,R,132,153,285,597,59
8475149,Marcus,Johansson,MIN,90,C,177,314,491,932,-64
8480259,Ben,Jones,MIN,39,C,0,0,0,6,0
8478864,Kirill,Kaprizov,MIN,97,L,174,191,365,299,68
8482177,Marat,Khusnutdinov,MIN,22,C,1,5,6,35,-5
8480880,Jakub,Lauko,MIN,94,C,8,13,21,104,-4
8482079,Marco,Rossi,MIN,23,C,27,31,58,125,-5
8476913,Devin,Shore,MIN,19,C,51,88,139,447,-53
8478508,Yakov,Trenin,MIN,13,C,48,35,83,321,24
8475692,Mats,Zuccarello,MIN,36,R,204,446,650,851,59
8474567,Zach,Bogosian,MIN,24,D,62,169,231,870,-65
8476463,Jonas,Brodin,MIN,25,D,56,192,248,822,100
8480990,Declan,Chisholm,MIN,47,D,3,11,14,49,-6
8482122,Brock,Faber,MIN,7,D,11,48,59,106,11
8475750,Jon,Merrill,MIN,4,D,22,88,110,627,-6
8478136,Jake,Middleton,MIN,5,D,18,51,69,261,22
8474716,Jared,Spurgeon,MIN,46,D,110,280,390,883,121
8470594,Marc-Andre,Fleury,MIN,29,G,0,22,0,1030,0
8479406,Filip,Gustavsson,MIN,32,G,1,2,0,128,0
8478891,Mason,Appleton,WPG,22,C,51,76,127,352,36
8480289,Morgan,Barron,WPG,36,C,24,24,48,205,10
8478398,Kyle,Connor,WPG,81,L,256,257,513,554,-18
8477940,Nikolaj,Ehlers,WPG,27,L,210,271,481,628,97
8481019,David,Gustafsson,WPG,19,C,4,10,14,114,-1
8480113,Alex,Iafallo,WPG,9,L,100,139,239,525,20
8480845,Rasmus,Kupari,WPG,15,C,11,22,33,180,-22
8476392,Adam,Lowry,WPG,17,C,110,144,254,725,48
8476480,Vladislav,Namestnikov,WPG,7,C,132,180,312,731,37
8475799,Nino,Niederreiter,WPG,62,R,232,226,458,910,77
8482149,Cole,Perfetti,WPG,91,C,33,57,90,163,34
8476460,Mark,Scheifele,WPG,55,C,309,434,743,820,67
8480014,Gabriel,Vilardi,WPG,13,C,72,59,131,222,8
8479639,Dylan,Coghlan,WPG,52,D,6,16,22,106,-11
8476331,Dylan,DeMelo,WPG,2,D,17,130,147,577,89
8477938,Haydn,Fleury,WPG,24,D,10,28,38,280,-21
8481572,Ville,Heinola,WPG,14,D,1,10,11,37,-6
8476525,Colin,Miller,WPG,6,D,41,132,173,535,2
8477504,Josh,Morrissey,WPG,44,D,68,263,331,605,67
8480145,Neal,Pionk,WPG,4,D,37,199,236,490,11
8480049,Dylan,Samberg,WPG,54,D,6,31,37,177,41
8479378,Logan,Stanley,WPG,64,D,5,20,25,150,23
8477480,Eric,Comrie,WPG,1,G,0,2,0,62,0
8476945,Connor,Hellebuyck,WPG,37,G,0,9,0,523,0
8477964,Ivan,Barbashev,VGK,49,C,113,151,264,538,42
8481604,Pavel,Dorofeyev,VGK,16,L,32,16,48,90,7
8478403,Jack,Eichel,VGK,9,C,219,329,548,562,-24
8476881,Tomas,Hertl,VGK,48,C,228,278,506,741,-80
8482125,Alexander,Holtz,VGK,26,R,20,22,42,133,-26
8479353,Brett,Howden,VGK,21,C,47,63,110,374,-29
8476448,William,Karlsson,VGK,71,C,174,253,427,699,119
8478434,Keegan,Kolesar,VGK,55,R,32,51,83,298,-8
8478109,Victor,Olofsson,VGK,95,R,93,92,185,318,-63
8476871,Tanner,Pearson,VGK,70,L,143,152,295,667,3
8478462,Nicolas,Roy,VGK,10,C,58,89,147,321,38
8481655,Cole,Schwindt,VGK,22,R,0,6,6,27,0
8475913,Mark,Stone,VGK,61,R,218,370,588,653,128
8479980,Nicolas,Hague,VGK,14,D,16,57,73,308,20
8478396,Noah,Hanifin,VGK,15,D,65,233,298,701,-3
8477018,Ben,Hutton,VGK,17,D,24,98,122,514,-63
8481527,Kaedan,Korczak,VGK,6,D,1,13,14,49,14
8475188,Brayden,McNabb,VGK,3,D,29,133,162,763,132
8474565,Alex,Pietrangelo,VGK,7,D,146,473,619,1036,118
8477447,Shea,Theodore,VGK,27,D,72,251,323,519,65
8480727,Zach,Whitecloud,VGK,2,D,18,42,60,268,48
8478499,Adin,Hill,VGK,33,G,0,4,0,151,0
8478492,Ilya,Samsonov,VGK,35,G,0,4,0,179,0
8482665,Matty,Beniers,SEA,10,C,46,67,113,190,7
8477416,Oliver,Bjorkstrand,SEA,22,R,156,193,349,567,-37
8477444,Andre,Burakovsky,SEA,95,L,144,215,359,640,32
8474586,Jordan,Eberle,SEA,7,R,305,408,713,1035,-57
8476826,Yanni,Gourde,SEA,37,C,128,197,325,568,46
8481789,Tye,Kartye,SEA,12,L,13,11,24,99,-3
8477955,Jared,McCann,SEA,19,L,171,188,359,609,18
8475768,Jaden,Schwartz,SEA,17,C,200,290,490,753,29
8478466,Daniel,Sprong,SEA,91,R,87,76,163,359,-6
8476905,Chandler,Stephenson,SEA,9,C,90,193,283,518,44
8479293,Brandon,Tanev,SEA,13,L,79,88,167,496,51
8480009,Eeli,Tolvanen,SEA,20,R,63,63,126,287,-21
8482751,Ryan,Winterton,SEA,26,C,0,0,0,10,-4
8483524,Shane,Wright,SEA,51,C,7,5,12,36,8
8478840,Will,Borgen,SEA,3,D,9,46,55,237,-10
8478407,Vince,Dunn,SEA,29,D,65,185,250,484,35
8482858,Ryker,Evans,SEA,41,D,4,18,22,59,-3
8476457,Adam,Larsson,SEA,6,D,46,170,216,871,31
8479372,Joshua,Mahura,SEA,28,D,10,36,46,209,-2
8477986,Brandon,Montour,SEA,62,D,73,194,267,542,47
8476467,Jamie,Oleksiak,SEA,24,D,38,96,134,621,-1
8478916,Joey,Daccord,SEA,35,G,0,0,0,85,0
8475831,Philipp,Grubauer,SEA,31,G,0,6,0,351,0
8475760,Nick,Bjugstad,UTA,17,C,153,164,317,708,-15
8479619,Michael,Carcone,UTA,53,L,27,13,40,116,-7
8483431,Logan,Cooley,UTA,92,C,24,37,61,104,-7
8478474,Lawson,Crouse,UTA,67,L,106,95,201,526,-52
8482699,Dylan,Guenther,UTA,11,R,34,36,70,100,-1
8480849,Barrett,Hayton,UTA,27,C,40,53,93,231,-23
8479343,Clayton,Keller,UTA,9,C,172,266,438,542,-64
8477021,Alexander,Kerfoot,UTA,15,C,90,180,270,546,-5
8481711,Matias,Maccelli,UTA,63,L,32,89,121,191,-16
8480855,Jack,McBain,UTA,22,C,30,36,66,181,-1
8477070,Liam,O'Brien,UTA,38,C,11,22,33,202,0
8477951,Nick,Schmaltz,UTA,8,C,122,255,377,528,-16
8478831,Kevin,Stenlund,UTA,82,C,29,18,47,228,-18
8474145,Robert,Bortuzzo,UTA,41,D,20,54,74,569,34
8474013,Ian,Cole,UTA,28,D,35,165,200,848,152
8480434,Sean,Durzi,UTA,50,D,21,87,108,216,-20
8480891,Michael,Kesselring,UTA,7,D,8,27,35,96,17
8481609,Vladislav,Kolyachonok,UTA,52,D,3,8,11,52,-1
8483472,Maveric,Lamoureux,UTA,10,D,1,2,3,15,3
8476874,Olli,Maatta,UTA,2,D,40,137,177,703,77
8479410,Mikhail,Sergachev,UTA,98,D,54,218,272,497,48
8479976,Juuso,Valimaki,UTA,4,D,9,58,67,244,-7
8478971,Connor,Ingram,UTA,39,G,0,3,0,93,0
8483530,Jaxson,Stauber,UTA,33,G,0,0,0,6,0
8478872,Karel,Vejmelka,UTA,70,G,0,2,0,151,0
